0	1	2	7	9	12	14	19	21	28	40	48	62	69	74	89	98	101	107	114	120	124	148	169	183	197	200	211	220	246	249	271	289	306	320	343	356	379	413	448	451	470	489	503	519	556	571	595	644	651	685	735	751	757	811	814	847	865	873	912	948	954	981	1007	1009	1031	1079	1139	1157	1170	1207	1277	1347	1369	1400	1428	1488	1496	1559	1634	1714	1780	1788	1796	1811	1881	1969	1987	2075	2117	2197	2220	2280	2336	2412	2470	2541	2629	2723	2746	
NA	0	1	6	9	16	22	31	41	49	58	69	83	91	96	110	112	118	136	150	168	176	192	216	239	252	274	300	323	337	350	366	398	408	422	447	476	512	520	539	552	580	603	612	656	683	690	701	747	766	782	815	844	890	911	967	1024	1070	1106	1147	1188	1236	1242	1254	1302	1354	1397	1466	1479	1504	1514	1568	1600	1614	1685	1756	1765	1816	1851	1906	1909	1910	1946	2002	2082	2090	2093	2101	2168	2245	2335	2420	2508	2542	2545	2564	2566	2645	2676	2680	
NA	NA	0	4	8	10	15	22	30	37	49	61	73	81	91	98	100	109	115	126	143	161	166	177	188	191	201	230	252	261	278	297	307	313	317	353	376	403	409	423	457	464	501	530	558	568	588	613	658	660	666	683	714	767	810	825	855	863	917	978	995	1056	1109	1127	1139	1148	1159	1197	1237	1287	1347	1398	1420	1443	1480	1557	1562	1597	1667	1708	1713	1788	1792	1837	1902	1938	1999	2067	2083	2091	2159	2217	2255	2260	2353	2373	2459	2539	2635	2645	
NA	NA	NA	0	4	5	13	17	22	29	37	38	43	49	62	63	73	81	88	102	118	137	138	142	147	164	172	180	208	218	249	264	286	303	317	330	350	352	385	422	427	446	490	501	524	563	569	598	619	664	674	696	708	740	744	769	818	849	906	948	966	988	1042	1058	1066	1115	1133	1199	1216	1231	1301	1315	1388	1427	1498	1562	1625	1636	1662	1743	1774	1807	1876	1914	1958	2022	2097	2158	2169	2177	2235	2291	2364	2421	2458	2462	2544	2546	2626	2664	
NA	NA	NA	NA	0	1	4	7	11	14	18	31	45	48	62	64	81	96	115	131	135	136	145	157	173	179	199	216	230	240	246	274	285	287	322	358	377	392	428	436	458	484	499	526	554	586	630	678	701	740	781	816	848	891	919	956	973	1028	1082	1116	1162	1222	1227	1290	1294	1339	1379	1437	1465	1504	1518	1539	1559	1628	1645	1688	1695	1730	1747	1788	1851	1893	1943	1977	2030	2074	2121	2147	2207	2209	2214	2248	2340	2409	2494	2538	2621	2632	2655	2715	
NA	NA	NA	NA	NA	0	2	4	6	10	15	26	34	49	52	59	71	73	91	106	114	136	156	170	179	197	218	225	232	243	272	302	325	360	393	411	438	468	481	491	518	546	568	592	606	644	650	686	707	711	720	771	794	829	884	916	920	979	990	1040	1073	1084	1108	1167	1211	1223	1247	1249	1291	1336	1369	1435	1506	1580	1631	1664	1699	1762	1806	1831	1897	1924	1976	2045	2071	2150	2231	2267	2277	2332	2372	2442	2511	2540	2575	2615	2630	2658	2699	2776	
NA	NA	NA	NA	NA	NA	0	1	7	11	12	17	29	33	34	45	50	53	68	79	89	93	96	100	123	139	141	152	158	166	185	188	210	218	231	264	268	285	315	354	387	388	428	443	461	493	516	530	551	585	618	664	674	700	710	754	755	788	844	866	869	892	940	944	956	1006	1058	1113	1168	1237	1246	1257	1314	1315	1332	1388	1418	1420	1442	1490	1518	1569	1598	1649	1680	1723	1768	1846	1853	1927	1932	1939	1962	1997	2077	2154	2187	2258	2269	2279	
NA	NA	NA	NA	NA	NA	NA	0	2	9	17	21	33	37	40	42	54	58	72	73	92	106	113	122	130	141	144	146	175	200	217	242	265	281	304	305	311	345	376	377	418	431	455	462	497	510	543	586	614	653	664	665	666	709	715	733	760	778	828	887	949	981	990	1020	1056	1109	1122	1186	1253	1306	1366	1429	1481	1518	1566	1643	1704	1732	1796	1825	1870	1947	1961	2007	2041	2089	2132	2167	2207	2269	2334	2370	2437	2485	2569	2657	2714	2733	2827	2915	
NA	NA	NA	NA	NA	NA	NA	NA	0	7	9	16	27	30	42	59	65	66	70	77	79	83	94	119	136	141	151	172	199	214	225	247	257	272	298	323	355	357	393	431	472	510	518	535	569	591	602	629	671	686	716	768	816	866	876	880	924	926	986	1034	1063	1117	1122	1175	1222	1289	1329	1368	1378	1419	1488	1501	1542	1565	1567	1633	1675	1712	1713	1790	1849	1921	1990	2058	2062	2085	2147	2184	2242	2286	2298	2387	2416	2490	2546	2595	2691	2708	2789	2873	
NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10	21	22	26	32	48	49	65	67	71	90	102	126	151	166	181	195	205	230	242	254	276	291	319	341	357	365	403	417	436	443	466	507	520	549	573	607	617	635	670	674	687	733	761	801	831	873	920	928	931	984	1035	1087	1132	1150	1154	1202	1245	1252	1323	1357	1360	1374	1439	1465	1484	1499	1543	1599	1609	1687	1725	1753	1838	1900	1966	2035	2105	2170	2212	2213	2266	2336	2345	2359	2392	2457	2545	2589	2633	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	13	16	24	35	40	43	53	68	74	86	89	92	110	114	126	132	141	151	166	183	203	226	227	245	269	275	309	325	350	372	405	428	442	458	467	487	526	563	611	614	653	658	666	701	722	770	806	852	884	944	978	986	1041	1099	1126	1176	1210	1215	1269	1270	1306	1379	1437	1447	1489	1526	1532	1563	1581	1591	1666	1734	1797	1877	1929	1946	1978	2007	2039	2127	2203	2233	2251	2297	2322	2383	2389	2485	2581	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	13	26	43	54	64	73	88	109	122	135	151	165	181	208	214	232	256	286	293	296	302	324	349	375	378	390	411	444	463	470	473	488	514	547	581	596	624	648	696	707	754	788	829	874	926	967	982	999	1061	1066	1075	1105	1154	1179	1207	1276	1337	1357	1363	1382	1406	1478	1495	1564	1613	1622	1674	1724	1798	1826	1877	1935	1962	1969	2041	2103	2192	2256	2323	2329	2333	2380	2448	2528	2542	2564	2578	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	13	23	27	46	51	65	85	89	101	114	129	137	148	162	191	202	227	243	266	292	316	327	362	365	379	382	384	407	424	459	488	506	507	522	528	542	592	644	665	697	752	770	797	848	875	907	966	982	1013	1052	1084	1106	1155	1171	1189	1218	1256	1317	1334	1371	1397	1418	1448	1452	1466	1492	1550	1564	1573	1623	1683	1712	1798	1867	1952	2025	2043	2075	2139	2141	2168	2222	2256	2331	2390	2455	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	6	22	26	44	65	87	105	115	126	127	138	147	154	184	213	227	239	252	280	288	317	337	375	382	408	438	445	456	488	514	540	570	601	604	623	643	689	715	741	793	819	845	857	916	943	969	985	1027	1037	1041	1049	1085	1095	1103	1107	1171	1193	1259	1302	1327	1332	1345	1374	1384	1461	1513	1531	1598	1624	1674	1681	1754	1762	1784	1825	1847	1860	1930	2023	2112	2177	2272	2317	2368	2373	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	16	18	35	56	77	88	96	98	100	109	110	123	144	154	164	181	213	231	261	273	286	310	333	358	364	388	404	414	417	436	477	490	497	519	534	540	585	617	664	688	720	762	821	859	889	940	1000	1025	1052	1103	1145	1167	1194	1239	1307	1348	1386	1405	1472	1483	1543	1555	1620	1645	1665	1727	1762	1798	1879	1938	1993	2017	2019	2089	2174	2182	2184	2215	2230	2308	2399	2442	2496	2502	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	17	31	38	43	44	59	78	93	104	117	139	166	188	201	213	236	238	243	262	279	301	309	327	330	353	361	391	413	453	458	500	504	525	547	551	599	621	676	688	717	722	766	812	826	843	865	879	888	947	985	1020	1058	1061	1102	1153	1196	1248	1314	1351	1375	1409	1469	1529	1562	1630	1694	1718	1771	1828	1837	1852	1886	1953	2034	2112	2137	2225	2265	2340	2364	2439	2482	2497	2577	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	19	20	40	45	48	69	92	115	142	154	179	204	222	229	234	265	298	327	330	342	346	350	377	387	391	395	409	450	451	494	513	557	562	594	642	649	704	747	767	788	793	847	855	881	918	971	1024	1025	1031	1045	1101	1137	1156	1190	1218	1256	1322	1326	1372	1445	1480	1504	1508	1565	1604	1636	1653	1717	1727	1769	1797	1822	1846	1904	1960	1996	2000	2071	2141	2189	2236	2294	2333	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	19	33	35	40	44	55	81	100	126	152	168	192	196	217	244	277	287	290	314	333	354	359	387	415	437	453	492	523	554	582	617	642	680	709	719	764	773	827	878	920	952	1004	1040	1087	1131	1184	1187	1244	1305	1350	1378	1399	1467	1518	1567	1638	1661	1726	1763	1799	1857	1873	1897	1920	1957	2011	2012	2014	2094	2152	2170	2244	2263	2342	2398	2399	2490	2515	2532	2535	2588	2661	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11	14	32	40	65	72	82	99	106	119	140	164	176	178	186	205	220	237	252	262	286	299	338	380	393	415	440	471	511	558	581	618	667	672	706	756	766	812	825	828	851	872	883	946	985	1001	1002	1064	1074	1087	1088	1118	1133	1190	1224	1256	1297	1315	1369	1374	1420	1502	1558	1559	1597	1643	1673	1710	1776	1834	1845	1863	1893	1949	2041	2069	2099	2128	2194	2272	2290	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8	12	17	25	37	57	69	88	117	148	155	163	191	192	224	239	246	269	297	301	337	379	399	403	447	456	477	504	550	555	586	635	674	726	775	806	813	821	832	872	912	935	954	981	1013	1075	1093	1100	1139	1199	1221	1258	1282	1321	1383	1400	1439	1441	1462	1531	1578	1644	1687	1699	1749	1759	1760	1770	1791	1815	1836	1918	1946	2004	2077	2147	2163	2196	2283	2306	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	14	29	53	79	87	91	107	134	164	181	212	240	257	277	313	343	380	415	442	458	491	498	509	516	521	536	545	592	634	663	692	718	761	795	824	829	887	912	937	965	1011	1057	1064	1123	1173	1191	1226	1228	1270	1304	1322	1342	1355	1431	1455	1498	1537	1579	1653	1689	1729	1780	1822	1860	1868	1889	1967	2013	2028	2117	2198	2218	2237	2243	2320	2361	2381	2457	2459	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	31	43	57	76	87	92	96	104	123	147	163	189	213	223	244	250	276	285	327	339	367	382	422	425	473	477	526	571	619	656	669	697	716	717	723	738	755	805	817	824	828	881	911	964	1002	1057	1066	1131	1172	1216	1238	1289	1356	1376	1436	1453	1476	1533	1570	1642	1702	1703	1742	1799	1804	1872	1920	1935	2012	2051	2058	2152	2185	2238	2331	2378	2400	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	8	10	27	29	32	63	66	86	106	126	149	186	212	239	248	279	321	322	361	380	414	441	485	509	531	548	568	595	605	651	704	724	772	789	795	815	859	861	918	944	962	970	985	994	995	1063	1086	1129	1133	1192	1239	1313	1322	1348	1423	1489	1509	1511	1561	1571	1643	1681	1705	1782	1813	1817	1834	1844	1859	1891	1951	1964	2036	2077	2147	2224	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9	24	41	70	73	79	106	127	133	151	170	197	227	234	245	282	288	300	309	334	347	382	413	440	445	494	505	518	523	571	578	594	636	672	686	688	741	778	812	861	926	941	957	985	993	1010	1078	1137	1172	1200	1259	1330	1405	1484	1548	1624	1651	1716	1754	1759	1760	1788	1808	1892	1976	2067	2105	2109	2183	2251	2339	2386	2424	2469	2519	2542	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	13	39	50	67	79	92	93	113	147	150	180	185	206	242	280	291	328	356	360	374	389	407	431	469	499	529	571	621	640	664	715	765	810	836	846	871	880	888	920	970	1031	1040	1108	1122	1175	1199	1272	1290	1364	1420	1432	1473	1481	1527	1538	1595	1609	1613	1654	1730	1757	1817	1841	1845	1931	1946	2012	2104	2168	2212	2225	2228	2279	2355	2447	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	17	40	55	86	88	118	143	172	185	211	248	257	296	316	352	386	414	423	456	474	516	524	556	574	605	613	624	650	667	671	702	749	806	816	847	879	906	969	1023	1038	1054	1056	1065	1082	1083	1129	1140	1159	1170	1177	1228	1301	1302	1358	1401	1457	1533	1608	1645	1705	1755	1818	1853	1894	1960	1996	2073	2139	2188	2217	2227	2288	2333	2372	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	15	17	40	58	82	109	126	143	176	201	216	242	262	269	298	321	359	379	403	419	428	461	477	514	533	547	569	602	632	659	718	730	732	752	764	793	816	836	861	882	933	957	1023	1070	1135	1145	1215	1250	1270	1299	1342	1366	1422	1441	1465	1519	1556	1616	1689	1761	1792	1826	1827	1880	1942	1993	1997	2021	2079	2091	2145	2192	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	28	37	38	68	78	88	122	158	181	187	201	235	273	305	312	330	361	363	379	393	397	410	435	455	491	518	540	565	593	640	696	698	750	808	810	842	902	944	981	1001	1066	1067	1119	1180	1245	1317	1376	1430	1489	1494	1497	1536	1537	1609	1626	1708	1726	1729	1733	1784	1791	1799	1825	1899	1967	2009	2066	2092	2098	2172	2243	2246	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	33	53	83	103	131	166	181	209	211	221	256	292	303	319	332	340	372	414	463	479	489	491	516	565	589	625	641	650	686	718	724	777	787	832	870	886	943	994	1036	1088	1097	1162	1195	1258	1263	1312	1375	1447	1509	1539	1572	1599	1671	1740	1807	1886	1896	1961	1976	1996	2045	2117	2127	2202	2210	2236	2250	2274	2299	2320	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	27	52	85	113	143	147	149	179	218	225	238	280	285	289	310	322	357	378	417	431	460	496	511	535	539	589	616	670	712	726	784	785	815	860	879	922	976	1000	1040	1049	1103	1170	1173	1198	1255	1270	1290	1333	1412	1479	1491	1515	1579	1638	1662	1712	1724	1777	1791	1871	1943	1992	2078	2147	2235	2262	2352	2386	2388	2441	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	15	19	31	59	66	78	93	128	142	157	191	213	233	247	277	299	305	339	349	399	435	474	518	569	596	615	643	683	742	762	823	831	870	924	987	1031	1070	1072	1087	1121	1182	1222	1255	1278	1313	1388	1440	1517	1538	1577	1625	1633	1634	1702	1788	1852	1892	1941	1980	2022	2084	2168	2229	2262	2265	2352	2410	2432	2499	
